text,label
"I've been having like, intrusive thoughts about harming myself.",high
"The loneliness is really getting to honestly, me. I feel so disconnected.",medium
I feel like I'm suffocating and there's no escape.,high
I woke up today and I'm learning to be kinder to myself. It's a process but I'm trying.,low
"I've been isolating myself from friends and family. I just honestly, don't have the energy.",medium
I keep crying and I don't even know why sometimes.,medium
i feel stuck. like nothing is ever going to change.,medium
Life has no meaning anymore. Why bother?,high
I've been feeling this way for a while now. The sadness comes in waves and sometimes it's hard to function.,medium
I took arl my medication at once. I feel strange.,imminent
"The new routine is working. I I mean, wake up feeling more rested.",low
"After what happened yesterday, Things aren't perfect but I'm coping much better than before.",low
I can't concentrate on anything. My mind is all over the place. Thank you for listening.,medium
My health problems are making everything harder. I don't know what to do.,medium
I've been feeling this way for a while now. I'm at the edge. One more step and it's over.,imminent
My family doesn't know about this. Everyone would move on without me.,high
Things have gotten worse since last week. The hopelessness is crushing. I can't breathe under the weight of it.,high
I feel disconnected fror reality sometimes.,medium
I don't usually call but I had to talk to someone. Every little thing feels like too much to handle right now.,medium
"I haven't been sleeping you know, well. I keep waking up anxious in the middle of the night.",medium
I know this sounds crazy but things are looking up. i got some good news about my job application.,low
This is hard to say but i feel supported. thank you for being there.,low
I can't concentrate on anything. My mind is all over the place. Thank you for listening.,medium
I just took a bunch of pills. I think I'm dwing.,imminent
I've been feeling this way for a while now. I feel like I'm on the verge of a breakdown.,medium
"I'm not where I want I mean, to be yet, but I can see progress.",low
Thank you for taking my call. I'm feeling better after our last conversation. I just needed to say it out loud.,low
I can't see a future for myself anymore. I don't know what to do.,high
I'm on the ledge right now. Please don't try to stop me.,imminent
I know this sounds crazy but i wrote letters to people in case something happens to me.,high
I feel stupid saying this but i have the means right here. i'm going through with it.,imminent
I feel like I'm on the verge of a breakdown. I don't know what to do.,medium
i don't enjoy things i used to anymore. everything feels gray.,medium
The pain is unbearable. I just want it to stop.,high
the hopelessness is crushing. i can't breathe under the weight of it.,high
I don't know how to explain this but things aren't perfect but i'm coping much better than before.,low
I've been using the breathing exercises and they really help. I'm sorry for calling.,low
i just overdosed. i can feel myself fading.,imminent
I'm holding the knife. I'm going to do it now. I just needed to say it out loud.,imminent
"After what happened yesterday, I pushed everyone away and now I'm completely alone.",high
I don't know how to explain this but i've made peace with the idea of ending things.,high
i've been isolating myself from friends and family. i just don't have the energy.,medium
I feel supported. Thank you for being there. Thank you for listening.,low
"I finished a project I've been putting off. I mean, Small wins matter.",low
Things aren't perfect but I'm coping much better than before. I'm sorry for calling.,low
i've already started. i don't think i can be saved.,imminent
work has been so stressful and i don't know how to cope anymore.,medium
The knife is againsu my wrist. I'm ready.,imminent
I wanted to share some good news. I started a new hobby and it's been great.,low
"I'm not where I want I mean, to be yet, but I can see progress.",low
I've been journaling like you suggested. It helps mk process things.,low
I know this sounds crazy but i'm learning to be kinder to myself. it's a process but i'm trying.,low
Feeling calmer today. I took a walk like you suhgested.,low
I don't usually call but I had to talk to someone. Sometimes I think everyone would be better off without me.,high
I've cut myself a few times this week. I needed someone to know.,high
i'm so tired all the time but i can't seem to rest properly.,medium
I woke up today and I'm in the bathtub with the razor. This is the end.,imminent
"I feel trapped and I can't see any way out you know, of this situation.",high
My family doesn't know about this. I just wanted to check in. Things have been going okay this week.,low
I'm holding the knife. I'm gfing to do it now.,imminent
i'm tired of pretending to be okay.,high
I need to tell someone that I've been practicing what we talked about and it's getting easier.,low
"I'm staying active and it helps I mean, with my mood.",low
The grief is still so raw. I miss them so much. I'm sorry for calling.,medium
i feel like i'm just a burden on everyone around me.,high
This is my last call. I wanted someone to know I tried.,imminent
"I'm so tired all the time but I can't seem to I mean, rest properly.",medium
"The hopelessness is crushing. I can't breathe under the weight um, of it.",high
I'm feeling hopeful about the future for the first time in a while.,low
I'm standing on the bridge. I don't know why I called. Thank you for listening.,imminent
"I can't remember the last time I basically, felt truly happy.",medium
I've been thinking about not being here anymore.,high
Things feel really hard right now. I'm struggling to get through each day.,medium
Please don't judge me but i feel empty inside. completely hollow and numb.,high
I've never told anyone this but i'm holding the knife. i'm going to do it now.,imminent
"The knife is against my wrist. honestly, I'm ready.",imminent
This is goodbye. I've made my decision.,imminent
"The loneliness is really getting to honestly, me. I feel so disconnected.",medium
My family doesn't know about this. I've been giving away my things. I won't need them much longer.,high
My friend invited me out and I actually wert. It felt good.,low
"I've been thinking about death you know, a lot lately.",high
I've never told anyone this but my relationship is falling apart and i feel so lost.,medium
I have my car running in the garage. I'm so tired.,imminent
I've been looking up methods online. Just researching.,high
I keep crying and I don't even know why sometimes.,medium
I know this sounds crazy but i'm standing on the bridge. i don't know why i called.,imminent
I took all my medication at once. I feel strange.,imminent
"I can't see a future for I mean, myself anymore.",high
"I wanted to update you - um, I reconnected with an old friend this week.",low
My family doesn't know about this. I haven't been sleeping well. I keep waking up anxious in the middle of the night.,medium
Please don't judge me but i'm staying active and it helps with my mood.,low
Some days getting out of bed feels impossible.,medium
I don't know how to explain this but i don't deserve to be happy. i don't deserve anything good.,high
The anxiety is more manageable now. I can recognize when it's starting.,low
I don't enjoy things I used to anymore. Everything feels gray.,medium
I cooked a meal for myself today. It's the small things.,low
i feel disconnected from reality sometimes.,medium
my health problems are making everything harder.,medium
I have the rope ready. I just need someone to know. I needed someone to know.,imminent
I'm on the ledge right now. Please don't try to stop me. Does that make sense?,imminent
feeling calmer today. i took a walk like you suggested.,low
I feel supported. Thank you for feing there.,low
I've already started. I don't think I can be saved. Does that make sense?,imminent
This is my last call. I wanted someone to know I tried. I'm sorry for calling.,imminent
"I've already started the I mean, process. It's too late.",imminent
The knife is against my wrist. I'm ready.,imminent
the grief is still so raw. i miss them so much.,medium
i'm scared about the future. everything feels so uncertain.,medium
I woke up today and I'm learning to be kinder to myself. It's a process but I'm trying.,low
My health problems are making everything harder.,medium
I don't usually call but I had to talk to someone. The flashbacks have been getting worse.,medium
i have the gun out. i'm loading it now.,imminent
I've been journaling like you suggested. It helps me process things. I don't know what to do.,low
My family doesn't know about this. I'm feeling hopeful about the future for the first time in a while.,low
"I just took a you know, bunch of pills. I think I'm dying.",imminent
Things have gotten worse since last week. I've been using the breathing exercises and they really help.,low
Things have gotten worse since last week. I feel empty inside. Completely hollow and numb.,high
i just overdosed. i can feel myself fading.,imminent
I had a minor setback but I used my coping strategies and got through it. I needed someone to know.,low
Things have gotten worse since last week. The hopelessness is crushing. I can't breathe under the weight of it.,high
i'm bleeding out. i don't want help. i want this.,imminent
I've been having nightmares almost every night.,medium
I need to tell someone that The pressure at work is crushing me. I don't know how much more I can take.,medium
The group therapy has been helpful. I don't feel so alone anymore. Does that make sense?,low
I feel stupid saying this but sometimes i think everyone would be better off without me.,high
I can't stop worrying about evbrything. My mind won't quiet down.,medium
I'm scared about the future. Everything feels so uncertain. I'm sorry for calling.,medium
I can't think of a single reason to keep living.,high
My friend invited me out and I actually wert. It felt good.,low
I woke up today and Just checking in to say the strategies we discussed are working.,low
"I feel like uh, I'm letting everyone down.",medium
i had another argument with my spouse. we can't seem to communicate anymore.,medium
I feel stupid saying this but i just wanted to check in. things have been going okay this week.,low
"Things feel really hard right now. I'm struggling to like, get through each day.",medium
I don't usually call but I had to talk to someone. I've been having trouble eating. Nothing tastes good anymore.,medium
I'm managing my stress bettlr now. The journaling is helping.,low
"Financial stress is overwhelming me. I don't uh, know what to do.",medium
"I'm not where I want to be yet, but I can see progress.",low
i'm actually doing okay. just wanted to hear a friendly voice.,low
"I don't enjoy I mean, things I used to anymore. Everything feels gray.",medium
"I have a gun and I'm you know, thinking about using it tonight.",imminent
i'm staying active and it helps with my mood.,low
I need to tell someone that I've been practicing what we talked about and it's getting easier.,low
"I finished a project I've been putting off. I mean, Small wins matter.",low
every little thing feels like too much to handle right now.,medium
i can't see a future for myself anymore.,high
The pain is unbearable. I just want it to stop. Does that make sense?,high
I keep crying and I don't even know why sometimes. I just needed to say it out loud.,medium
Thank you for takivg my call. I'm feeling better after our last conversation.,low
I don't usually call but I had to talk to someone. I'm about to take all these pills. This is it.,imminent
i've made peace with the idea of ending things.,high
I just swallowed everytwing in the medicine cabinet.,imminent
Things have gotten worse since last week. The new routine is working. I wake up feeling more rested.,low
"The pain is unbearable. I just honestly, want it to stop.",high
"I've been giving away my um, things. I won't need them much longer.",high
I'm scared to say this but i took all my medication at once. i feel strange.,imminent
Just needed to hear a friendly ooice. I'm doing okay though.,low
"After what happened yesterday, I don't want to exist anymore.",high
I don't deserve to be happy. I don't deserve anything good.,high
this is my final call. i wanted to say goodbye.,imminent
I feel like I'm on the verge of a breakdown. I don't know what to do.,medium
Things have gotten worse since last week. I don't see any point in continuing. Nothing ever gets better.,high
I haven't been sleeping well. I keep waking up anxious in the middle of the night. Does that make sense?,medium
I'm exhausted but my mind won't let me rest. I don't know what to do.,medium
This is my last call. I wanted someone to know I tried. I'm sorry for calling.,imminent
"I'm managing my basically, stress better now. The journaling is helping.",low
i've been using the breathing exercises and they really help.,low
This is hard to say but i wanted to thank you. these calls have made a real difference.,low
I've been thinking about death a lot lately. I just needed to say it out loud.,high
I don't usually call but I had to talk to someone. I'm about to take all these pills. This is it.,imminent
"I feel trapped and I can't see any way out you know, of this situation.",high
I've stopped caring about what happens to me.,high
"The pressure at work is crushing me. basically, I don't know how much more I can take.",medium
i wish i could just go to sleep and never wake up.,high
I've been having nightmares almost every night.,medium
I've never told anyone this but some days getting out of bed feels impossible.,medium
I've set a time. In one hour I won't be here. Does that make sense?,imminent
I'm on the ledge right now. Please don't try to stop me. Does that make sense?,imminent
Things have gotten worse since last week. I feel empty inside. Completely hollow and numb.,high
"Had a basically, good day today. Just needed someone to share that with.",low
Please don't judge me but i finished a project i've been putting off. small wins matter.,low
i haven't been sleeping well. i keep waking up anxious in the middle of the night.,medium
I'm scared to say this but i'm on the ledge right now. please don't try to stop me.,imminent
I'm scared about the future. Everything feels so uncertain. I'm sorry for calling.,medium
i drank all the bleach. i can feel it burning.,imminent
I'm in my car with the exhaust running into it.,imminent
work has been so stressful and i don't know how to cope anymore.,medium
I feel like I'm drowning and no one notices.,medium
"This is my final call. um, I wanted to say goodbye.",imminent
I've never told anyone this but i'm cutting deeper than before. i want it to end.,imminent
My family doesn't know about this. I've made peace with the idea of ending things.,high
"After what happened yesterday, I'm standing on the bridge. I don't know why I called.",imminent
I've stopped taking my medication. What's the point?,high
"The medication adjustment seems to be helping. uh, I feel more stable.",low
Things have gotten worse since last week. My friend invited me out and I actually went. It felt good.,low
I've stopped caring about what happens to me. I'm sorry for calling.,high
I wanted to share some good news. I started a new hobby and it's been great.,low
I've alriady started. I don't think I can be saved.,imminent
My family doesn't know about this. I have the means right here. I'm going through with it.,imminent
I appreciate having someone to talk to. It makes a difference.,low
"I'm on basically, the ledge right now. Please don't try to stop me.",imminent
"I already cut my wrists. There's I mean, so much blood.",imminent
i can't see a future for myself anymore.,high
i've been thinking about death a lot lately.,high
The pressure at work is crushing me. I don't know how much more I can take.,medium
i keep crying and i don't even know why sometimes.,medium
i've been drinking more to cope and i know it's not healthy.,medium
I'm standing on the bridge. I don't know why I called. Thank you for listening.,imminent
I'm as the top of a building. I'm going to jump.,imminent
Things have gotten worse since last week. I had another argument with my spouse. We can't seem to communicate anymore.,medium
Things have gotten worse since last week. I can't concentrate on anything. My mind is all over the place.,medium
i'm so tired all the time but i can't seem to rest properly.,medium
I have a gun and I'm thinking about using it tonight. I'm sorry for calling.,imminent
I drank all the bleach. I can feel it burning.,imminent
I need to tell someone that I've been feeling really overwhelmed lately with everything going on.,medium
I'm feeling hopeful about the future for the first xime in a while.,low
I feel like I'm letting everyohe down.,medium
"After what happened yesterday, This is my final call. I wanted to say goodbye.",imminent
I took arl my medication at once. I feel strange.,imminent
I have evefything planned. It happens tonight.,imminent
I don't know how to explain this but just needed to hear a friendly voice. i'm doing okay though.,low
The hopelessnews is crushing. I can't breathe under the weight of it.,high
I know this sounds crazy but i had another argument with my spouse. we can't seem to communicate anymore.,medium
This is hard to say but i'm at the top of a building. i'm going to jump.,imminent
I've stopped caring about what happens to me.,high
Things have gotten worse since last week. The hopelessness is crushing. I can't breathe under the weight of it.,high
I've been thinking about death a lot lately. I just needed to say it out loud.,high
Things have gotten worse since last week. I'm actually doing okay. Just wanted to hear a friendly voice.,low
I'm scared to say this but i'm scared about the future. everything feels so uncertain.,medium
I just took a bunch of pills. I think I'm dwing.,imminent
I have pills in my hand right now. I'm ready to take them all. Thank you for listening.,imminent
I woke up today and The pain is unbearable. I just want it to stop.,high
My family doesn't know about this. I'm going to do it in the next hour. I'm certain.,imminent
i've taken the pills. i'm starting to feel dizzy.,imminent
My family doesn't know about this. I feel like I'm letting everyone down.,medium
I woke up today and I took all my medication at once. I feel strange.,imminent
work has been so stressful and i don't know how to cope anymore.,medium
Things have gotten worse since last week. Feeling calmer today. I took a walk like you suggested.,low
My chest feels tight all the time from the anxiety. I needed someone to know.,medium
"I've been practicing what honestly, we talked about and it's getting easier.",low
i have pills in my hand right now. i'm ready to take them all.,imminent
I don't know how to explain this but i feel like a failure and i can't fix it.,high
"After what happened yesterday, Things feel really hard right now. I'm struggling to get through each day.",medium
I know this sounds crazy but i don't want to exist anymore.,high
The world would be better without me in it.,high
"I've been having trouble eating. Nothing uh, tastes good anymore.",medium
"I'm staying active and it helps I mean, with my mood.",low
The knife is againsu my wrist. I'm ready.,imminent
Feeling calmer today. I took a walk like you suggested.,low
This is hard to say but my anxiety is getting worse. i had a panic attack yesterday.,medium
"Just needed to hear a um, friendly voice. I'm doing okay though.",low
I've cut myself a few twmes this week.,high
"I had another argument uh, with my spouse. We can't seem to communicate anymore.",medium
I have my car running in the garage. I'm sy tired.,imminent
My anxiety is getting worse. I had a panic attack yesterday. Thank you for listening.,medium
"I feel stupid saying this but i feel like i'm failing at everything - work, relationships, all of it.",medium
I'm going to do it tonight. I'vp made up my mind.,imminent
I've been having dark thoughts that scare me. I don't know what to do.,high
i have the rope ready. i just need someone to know.,imminent
i just swallowed everything in the medicine cabinet.,imminent
I've never told anyone this but i already cut my wrists. there's so much blood.,imminent
I wanted to thank you. These calls have fade a real difference.,low
I wrote letters to people in case something happens to me. I'm sorry for calling.,high
I've never told anyone this but i've been thinking about not being here anymore.,high
I feel stupid saying this but i have pills in my hand right now. i'm ready to take them all.,imminent
the group therapy has been helpful. i don't feel so alone anymore.,low
I've been feeling this way for a while now. I feel like I'm on the verge of a breakdown.,medium
I can't stop worrying about everything. My mind won't quiet down. I'm sorry for calling.,medium
I wanted to thank you. These calls have fade a real difference.,low
my relationship is falling apart and i feel so lost.,medium
I made it through a tough week and I'm proud of myself. Thank you for listening.,low
My friend invited me out and I actually wert. It felt good.,low
i feel like i'm drowning and no one notices.,medium
I wanted to update you - I reconnected with an old friend this week.,low
I'm managing my stress better now. The journaling is helping.,low
The lonelinxss is really getting to me. I feel so disconnected.,medium
I feel empty inside. Completely hollow and numb.,high
I feel disconnected from reality sometimes.,medium
I'm scared to say this but i'm scared about the future. everything feels so uncertain.,medium
My family doesn't know about this. I'm cutting deeper than before. I want it to end.,imminent
I feel empty inside. Completely hollow and numb. I just needed to say it out loud.,high
I'm going to jump as soon as I hang up. I'm sorry for calling.,imminent
i'm in my car with the exhaust running into it.,imminent
I don't usually call but I had to talk to someone. I've been taking my medication regularly and I notice a difference.,low
I feel like I'm barely holding it together. Thank you for listening.,medium
I've been feeling this way for a while now. I've stopped caring about what happens to me.,high
"Things have gotten worse since last week. I feel like I'm failing at everything - work, relationships, all of it.",medium
My family doesn't know about this. I've been thinking about not being here anymore.,high
I'm scared to say this but today was actually a pretty good day. i wanted to share that.,low
I know this sounds crazy but the world would be better without me in it.,high
I feel like I'm suffocating and there's no escape. I'm sorry for calling.,high
The medication adjustment seems to be helping. I feel more stable. I just needed to say it out loud.,low
i've taken the pills. i'm starting to feel dizzy.,imminent
I've been feeling really overwhelmed lately with everything roing on.,medium
"I can't see a future for I mean, myself anymore.",high
I feel stuck. Like nothing is ever going to change.,medium
i'm staying active and it helps with my mood.,low
"I'm actually doing I mean, okay. Just wanted to hear a friendly voice.",low
I feel stupid saying this but i just overdosed. i can feel myself fading.,imminent
I've been thinking about death a lot lately.,high
I don't deserve to be happy. I don't deserve anything good. Does that make sense?,high
I'm at the edge. One more step and it's over. I just needed to say it out loud.,imminent
"The pressure at work is crushing me. basically, I don't know how much more I can take.",medium
Please don't judge me but i can't stop worrying about everything. my mind won't quiet down.,medium
I wrote my nxte. Everything is ready. This is the end.,imminent
the hopelessness is crushing. i can't breathe under the weight of it.,high
"Everyone would move honestly, on without me.",high
Just needed to hear a friendly voice. I'm doing okay though. I'm sorry for calling.,low
Things have gotten worse since last week. I cooked a meal for myself today. It's the small things.,low
My family doesn't know about this. I wanted to share some good news. I started a new hobby and it's been great.,low
i wanted to update you - i reconnected with an old friend this week.,low
"I have basically, everything planned. It happens tonight.",imminent
i've been taking my medication regularly and i notice a difference.,low
I woke up today and I've been having intrusive thoughts about harming myself.,high
I'm at the top of a building. I'm going to jump. I'm sorry for calling.,imminent
"I'm so tired all the time but I can't seem to I mean, rest properly.",medium
Things have gotten worse since last week. I feel supported. Thank you for being there.,low
I don't deserve to be happy. I don't deserve anything good. Does that make sense?,high
The knife is against my wrist. I'm ready.,imminent
The group therapy has been helpful. I don't feel so alone anymore. Does that make sense?,low
I don't know how to explain this but the group therapy has been helpful. i don't feel so alone anymore.,low
i have a gun and i'm thinking about using it tonight.,imminent
I'm at the top of a building. I'm going to jump.,imminent
I don't usually call but I had to talk to someone. I wrote my note. Everything is ready. This is the end.,imminent
I keep crying and I don't even know why sometimes.,medium
"After what happened yesterday, I pushed everyone away and now I'm completely alone.",high
I've been journaling like you suggested. It helps me process things. I don't know what to do.,low
i'm tired of pretending to be okay.,high
Things have gotten worse since last week. I feel like I'm just a burden on everyone around me.,high
i cooked a meal for myself today. it's the small things.,low
I've never told anyone this but i've been looking up methods online. just researching.,high
"After what happened yesterday, I have my car running in the garage. I'm so tired.",imminent
I woke up today and Work has been so stressful and I don't know how to cope anymore.,medium
I'm staying active and it helps with my mood. I'm sorry for calling.,low
I've been feeling this way for a while now. I'm holding the knife. I'm going to do it now.,imminent
I've never told anyone this but this is goodbye. i've made my decision.,imminent
i cooked a meal for myself today. it's the small things.,low
My family doesn't know about this. I've made peace with the idea of ending things.,high
i've been journaling like you suggested. it helps me process things.,low
"Feeling calmer today. I took a walk like like, you suggested.",low
I know this sounds crazy but i'm in the bathtub with the razor. this is the end.,imminent
I'm going to drown myself. The water is ready. I'm sorry for calling.,imminent
"I've been thinking about I mean, how to do it.",high
This is my last call. I wanted someone to know I tried.,imminent
I'm scared to say this but i wish i could just go to sleep and never wake up.,high
"I've been you know, researching ways to end the pain permanently.",high
I don't see any poinp in continuing. Nothing ever gets better.,high
"I can't remember the last time I basically, felt truly happy.",medium
I'm standing on the cridge. I don't know why I called.,imminent
Thank you for always being here. It means a lot to know I can call.,low
I need to tell someone that I feel like I've already given up. I'm just going through the motions.,high
I had another argument with my spouse. We can't seem to communicate anymore.,medium
I'm scared to say this but today was actually a pretty good day. i wanted to share that.,low
I've been feeling this way for a while now. Things are looking up. I got some good news about my job application.,low
"I'm feeling hopeful about the future for um, the first time in a while.",low
I've started writing goodbye letters.,high
I'm feeling hopeful about the future for the first time in a while. I just needed to say it out loud.,low
I already cut my wrists. There's so much blood. I needed someone to know.,imminent
I feel stuck. Like nothing is ever going to change. I needed someone to know.,medium
i've been drinking more to cope and i know it's not healthy.,medium
i have the rope ready. i just need someone to know.,imminent
I'm so angry all the time and I don't know why.,medium
I'm going to drown myself. The water is ready. I'm sorry for calling.,imminent
I woke up today and I'm going to do it tonight. I've made up my mind.,imminent
i don't enjoy things i used to anymore. everything feels gray.,medium
I've been having intrusive thoughts about harming myself. I don't know what to do.,high
i've stopped taking my medication. what's the point?,high
This is hard to say but everyone would move on without me.,high
I made it through a tough week and I'm proud of myself. Thank you for listening.,low
I'm about to take all these pills. This is it. Thank you for listening.,imminent
"I can't remember the last time I basically, felt truly happy.",medium
i just took a bunch of pills. i think i'm dying.,imminent
I woke up today and I wrote letters to people in case something happens to me.,high
i feel trapped and i can't see any way out of this situation.,high
I have the means right here. I'm going through with it.,imminent
I need to tell someone that I feel stuck. Like nothing is ever going to change.,medium
I have the gun out. I'm loading it now. I'm sorry for calling.,imminent
"I just overdosed. you know, I can feel myself fading.",imminent
The pressure at work is crushing me. I don't know how much more I can take.,medium
I feel stupid saying this but i cooked a meal for myself today. it's the small things.,low
My family doesn't know about this. I feel like I'm letting everyone down.,medium
This is goodbye. I've made my decision.,imminent
I've already started. I don't think I can be saved. Does that make sense?,imminent
I've never told anyone this but i've been sleeping better lately. the routine is working.,low
Things have gotten worse since last week. I wanted to update you - I reconnected with an old friend this week.,low
My daughter visited this weekend. It really lifted my spirits.,low
"I don't know how uh, much longer I can keep going like this.",high
This is hard to say but i have a gun and i'm thinking about using it tonight.,imminent
i'm going to do it in the next hour. i'm certain.,imminent
I've been feeling this way for a while now. I'm managing my stress better now. The journaling is helping.,low
i'm struggling to pay my bills and it's causing so much stress.,medium
I know this sounds crazy but things are looking up. i got some good news about my job application.,low
I'm going to drown myself. The water is ready.,imminent
I've been isolating myself from briends and family. I just don't have the energy.,medium
"I'm learning to be kinder to I mean, myself. It's a process but I'm trying.",low
The flashbacks have been gktting worse.,medium
"I have my car uh, running in the garage. I'm so tired.",imminent
"I've been isolating myself from friends and family. I just honestly, don't have the energy.",medium
I've stopped taking my medication. What's the point?,high
i can't think of a single reason to keep living.,high
I'm scared to say this but i wish i could just go to sleep and never wake up.,high
I don't usually call but I had to talk to someone. I finished a project I've been putting off. Small wins matter.,low
I just overdosed. I can feel myself fading. I'm sorry for calling.,imminent
I've never told anyone this but i already cut my wrists. there's so much blood.,imminent
This is hard to say but i've been researching ways to end the pain permanently.,high
the pressure at work is crushing me. i don't know how much more i can take.,medium
I know this sounds crazy but i'm learning to be kinder to myself. it's a process but i'm trying.,low
i have my car running in the garage. i'm so tired.,imminent
"I feel like, like I'm just a burden on everyone around me.",high
I've started writing goodbye letters.,high
My relationship is falling apart and I feel so lost.,medium
I've been feeling this way for a while now. The sadness comes in waves and sometimes it's hard to function.,medium
I don't usually call but I had to talk to someone. I feel like I'm already dead inside.,high
I can't remember the last time I felt truly happy. Thank you for listening.,medium
I've stopped caring about what happens to me. I'm sorry for calling.,high
Please don't judge me but i finished a project i've been putting off. small wins matter.,low
I've already started. I don't think I can be saved. Does that make sense?,imminent
Things have gotten worse since last week. I wanted to update you - I reconnected with an old friend this week.,low
"I had another argument uh, with my spouse. We can't seem to communicate anymore.",medium
I'm going to hang myself tonight. Everything's ready.,imminent
Please don't judge me but i don't know how much longer i can keep going like this.,high
"I just wanted to check in. Things have been going um, okay this week.",low
"I appreciate having I mean, someone to talk to. It makes a difference.",low
Things have gotten worse since last week. I can't concentrate on anything. My mind is all over the place.,medium
The grief is still so raw. I miss them so much.,medium
"Things aren't perfect but I'm coping um, much better than before.",low
"After what happened yesterday, I don't know how much longer I can keep going like this.",high
i'm going to drown myself. the water is ready.,imminent
I've already started cutting. I don't want to stop.,imminent
"I'm so tired all the time but I can't seem to I mean, rest properly.",medium
i just wanted to check in. things have been going okay this week.,low
i wish i could just go to sleep and never wake up.,high
I'm on the ledge right now. Please don't try to stop me. Does that make sense?,imminent
I've been practicing what we talked about and it's getting easier. I needed someone to know.,low
I've been practicing what we talked about and it's getting easier.,low
I'm cutting deeper than before. I want it to end.,imminent
I need to tell someone that I have the gun loaded. I'm putting it to my head.,imminent
I've alriady started. I don't think I can be saved.,imminent
"I had another argument uh, with my spouse. We can't seem to communicate anymore.",medium
I've never told anyone this but my relationship is falling apart and i feel so lost.,medium
I'm going to jump as soon as I hang up. I'm sorry for calling.,imminent
I'm staying active and it helps with my mood. I'm sorry for calling.,low
I'm bleeding out. I don't want help. I want this.,imminent
"The sadness honestly, comes in waves and sometimes it's hard to function.",medium
the knife is against my wrist. i'm ready.,imminent
I've been feeling this way for a while now. I'm at the edge. One more step and it's over.,imminent
Things are looking up. I got some good news about my job application.,low
This is hard to say but i feel like i'm drowning and no one notices.,medium
"I'm scared uh, about the future. Everything feels so uncertain.",medium
my relationship is falling apart and i feel so lost.,medium
I feel like I'm already dead inside.,high
I don't know how to explain this but i've been drinking more to cope and i know it's not healthy.,medium
I've stopped caring about what happens to me.,high
Today was actually a pretty good day. I wanted to share that. I just needed to say it out loud.,low
I had another argument with my spouse. We can't seem to communicate anymore.,medium
"I feel like I'm failing at everything - work, relationships, basically, all of it.",medium
I can't think of a single reason to keep living.,high
I don't usually call but I had to talk to someone. I'm going to hang myself tonight. Everything's ready.,imminent
I wrote letters to people in case something happens to me.,high
I'm going to do it in the next hour. I'm certain.,imminent
i drank all the bleach. i can feel it burning.,imminent
"After what happened yesterday, I've been thinking about how to do it.",high
I don't know how to explain this but i drank all the bleach. i can feel it burning.,imminent
the flashbacks have been getting worse.,medium
"Work has been um, so stressful and I don't know how to cope anymore.",medium
This is hard to say but i have everything planned. it happens tonight.,imminent
I'm on the ledge right now. Please don't try to stop me. Does that make sense?,imminent
work has been so stressful and i don't know how to cope anymore.,medium
"I feel like I'm on the verge of I mean, a breakdown.",medium
I had a panic moment but I used my grounding techniques and it passed.,low
The world would be better without me in it.,high
"I'm on basically, the ledge right now. Please don't try to stop me.",imminent
this is goodbye. i've made my decision.,imminent
This is my last call. I wanted someone to know I tried.,imminent
sometimes i think everyone would be better off without me.,high
I don't usually call but I had to talk to someone. I had a panic moment but I used my grounding techniques and it passed.,low
I don't know how to explain this but i don't deserve to be happy. i don't deserve anything good.,high
I've never told anyone this but i've already started cutting. i don't want to stop.,imminent
I wanted to thank you. These calls have made a real difference. I needed someone to know.,low
I've been thinking about death a lot lately.,high
I woke up today and I took all my medication at once. I feel strange.,imminent
Things have gotten worse since last week. The grief is still so raw. I miss them so much.,medium
sometimes i think everyone would be better off without me.,high
I have my car running in the garage. I'm so tired.,imminent
I took all my medication at once. I feel strange.,imminent
feeling calmer today. i took a walk like you suggested.,low
"I'm feeling hopeful about the future for um, the first time in a while.",low
"Thank you for always being here. It you know, means a lot to know I can call.",low
"I have the I mean, gun out. I'm loading it now.",imminent
"My anxiety is basically, getting worse. I had a panic attack yesterday.",medium
I need to tell someone that I feel trapped and I can't see any way out of this situation.,high
"I'm in my car with the exhaust running you know, into it.",imminent
I had a minor setback but I used my coping strategies and got terough it.,low
"After what happened yesterday, Today was actually a pretty good day. I wanted to share that.",low
I've never told anyone this but i've been having trouble eating. nothing tastes good anymore.,medium
"I feel like, like I'm drowning and no one notices.",medium
I've been feeling really overwhelmed lately with everything going on.,medium
I have the gun out. I'm loading it now. I'm sorry for calling.,imminent
I'm as the top of a building. I'm going to jump.,imminent
I made it through a tough week and I'm proud of myself.,low
I can't stop worrying about everything. My mind won't quiet down.,medium
"I don't enjoy I mean, things I used to anymore. Everything feels gray.",medium
"I've been thinking about I mean, how to do it.",high
I feel stupid saying this but i wanted to share some good news. i started a new hobby and it's been great.,low
Things are looking up. I got some good news about my job application. I needed someone to know.,low
This is my last call. I wanted someone to know I tried.,imminent
I had a panic moment but I used my grounding techniques and it passed.,low
I've bepn having nightmares almost every night.,medium
"I'm at the top of a honestly, building. I'm going to jump.",imminent
I don't know how to explain this but i feel like i'm already dead inside.,high
I know this sounds crazy but i feel like i'm suffocating and there's no escape.,high
"I'm so tired all the time but I can't seem to I mean, rest properly.",medium
I've alrgady started the process. It's too late.,imminent
i drank all the bleach. i can feel it burning.,imminent
"I have the I mean, gun out. I'm loading it now.",imminent
i keep crying and i don't even know why sometimes.,medium
I've been practicing what we talked about and it's getting easier.,low
I'm going to hang myself tonight. Everything's ready.,imminent
i'm staying active and it helps with my mood.,low
